algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
7,17,50,30,-100,100,43.1107, 6.13458, 29.4759, 42.6267, 1189.57, 29.9903, 59.4661, 
9,12,50,30,-100,100,7.00576, 0.979875, 3.8504, 7.10641, 2961.39, 5.06948, 8.91988, 
8,1,50,30,-512,512,6841.44, 652.654, 2820.42, 6970.58, 2133.58, 5078.73, 7899.16, 
12,17,50,30,-100,100,1376.25, 864.277, 3764.43, 1223.12, 2049.89, 45.2311, 3809.66, 
8,4,50,30,-30,30,188.274, 12.445, 60.0574, 189.753, 2345.57, 155.486, 215.544, 
1,18,50,30,-100,100,37.864, 12.6684, 58.1314, 35.3699, 1576.76, 15.4371, 73.5685, 
2,14,50,30,-30,30,-7.10112, 0.491797, 2.47626, -7.07971, 2501.48, -8.64901, -6.17275, 
11,12,50,30,-100,100,2.88694, 0.413798, 2.36378, 2.77309, 2036.56, 2.64031, 5.00409, 
12,13,50,30,0,3.14159,-8.13819, 0.58159, 2.88391, -8.08151, 3502.06, -9.56131, -6.67739, 
12,4,50,30,-30,30,345.389, 108.363, 467.241, 316.188, 2531.9, 155.007, 622.249, 
13,2,50,30,-100,100,196.477, 59.3159, 244.628, 182.925, 1281.49, 82.0123, 326.64, 
12,8,50,30,-32,32,43.5601, 16.4242, 74.2071, 44.209, 3018.8, 8.7771, 82.9842, 
14,2,50,30,-100,100,36.7108, 11.1812, 47.9885, 38.088, 949.907, 16.4877, 64.4761, 
11,16,50,30,-10,10,8.78972, 5.50366, 25.5516, 8.0895, 2681.75, 0.72294, 26.2745, 
9,2,50,30,-100,100,0.00746522, 0.00372509, 0.0175078, 0.0066112, 1190.38, 0.00187744, 0.0193853, 
13,14,50,30,-30,30,-2.19122, 0.299472, 1.75681, -2.15393, 2929.15, -3.42865, -1.67184, 
2,5,50,30,-500,500,1.47118, 0.114523, 0.652927, 1.45896, 2822.62, 1.24342, 1.89635, 
14,10,50,30,-500,500,-13664, 1345.5, 5978.05, -13634, 5929.03, -17024.6, -11046.6, 
15,8,50,30,-32,32,-83.2776, 2.28544, 14.9139, -84.0125, 7044.21, -85.0325, -70.1185, 
0,14,50,30,-30,30,-13.3811, 1.59907, 6.7352, -13.3837, 2755.5, -16.6327, -9.89754, 
14,5,50,30,-500,500,1.21588, 0.0778104, 0.288797, 1.21005, 4431.22, 1.09108, 1.37988, 
12,15,50,30,-100,100,2.54928e+07, 2.88493e+07, 1.20681e+08, 1.50013e+07, 2074.32, 554160, 1.21235e+08, 
5,5,50,30,-500,500,1.49641, 0.137224, 0.684843, 1.49721, 2888.7, 1.22601, 1.91085, 
1,15,50,30,-100,100,947.13, 889.073, 4258.94, 692.658, 1072.87, 32.4793, 4291.42, 
12,2,50,30,-100,100,1495.25, 923.455, 4108.31, 1369.84, 1984.37, 121.011, 4229.32, 
