algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
2,5,50,30,-500,500,0.131402, 0.0468388, 0.274362, 0.127483, 9807.59, 0.0651135, 0.339476, 
14,10,50,30,-500,500,-13742.9, 1541.24, 6141.98, -13444, 20955.9, -17425.4, -11283.4, 
15,8,50,30,-32,32,-83.9779, 3.93912, 28.5193, -84.5814, 49325.4, -84.95, -56.4307, 
0,14,50,30,-30,30,-14.8033, 2.03088, 8.7855, -15.0634, 13935.5, -19.4444, -10.6589, 
14,5,50,30,-500,500,1.10179, 0.0292464, 0.12513, 1.09869, 15258.1, 1.05349, 1.17862, 
12,15,50,30,-100,100,1.51787e+06, 2.39255e+06, 1.23897e+07, 573640, 9462.64, 2042.25, 1.23917e+07, 
5,5,50,30,-500,500,0.263295, 0.140219, 0.592412, 0.228976, 10503.8, 0.0866162, 0.679028, 
1,15,50,30,-100,100,0.0110298, 0.0341633, 0.190813, 0.00185197, 5011.16, 4.44331e-06, 0.190817, 
12,2,50,30,-100,100,117.846, 128.73, 586.872, 71.0618, 8885.28, 1.66361, 588.535, 
5,18,50,30,-100,100,0.122105, 0.0493458, 0.268693, 0.113802, 7401.01, 0.058746, 0.327439, 
12,9,50,30,-32,32,2.64639, 2.72949, 11.8646, 1.87372, 13937.9, 0.227353, 12.092, 
8,5,50,30,-500,500,0.0044911, 0.00590047, 0.0196973, 3.01154e-07, 10089.3, 1.34648e-12, 0.0196973, 
4,8,50,30,-32,32,-63.5943, 9.98589, 44.4029, -65.7597, 12727.9, -78.284, -33.8811, 
1,10,50,30,-500,500,-17495.6, 1691.94, 7468.1, -17145.5, 13201.5, -21709.1, -14241, 
12,14,50,30,-30,30,-13.4432, 3.55873, 16.3412, -13.1602, 12580.5, -22.8364, -6.49517, 
4,4,50,30,-30,30,69.9238, 21.7508, 90.4409, 68.0252, 9001.98, 30.398, 120.839, 
2,7,50,30,-30,30,37.7998, 1.27982, 5.65673, 37.7868, 15204.4, 34.5577, 40.2145, 
7,7,50,30,-30,30,45.8365, 1.81595, 7.95913, 45.9919, 15130.1, 42.2005, 50.1596, 
6,10,50,30,-500,500,-18460.1, 1782.14, 12762.5, -18694.5, 10580.5, -21806, -9043.52, 
4,3,50,30,-100,100,851.988, 2694.91, 18132.4, 207.664, 5176.47, 45.5136, 18177.9, 
0,12,50,30,-100,100,5.55433, 0.483971, 2.11397, 5.61693, 14160.2, 4.58184, 6.69581, 
5,4,50,30,-30,30,21.0542, 3.01374, 13.9955, 21.4065, 9140.37, 12.9159, 26.9114, 
14,8,50,30,-32,32,29.5002, 26.3072, 109.364, 23.9988, 18891.5, -13.8173, 95.5466, 
0,18,50,30,-100,100,5.67428, 2.14822, 10.4776, 5.38756, 9434.97, 2.78663, 13.2643, 
2,4,50,30,-30,30,45.9134, 5.51304, 25.1021, 45.6924, 8762.31, 34.475, 59.5771, 
0,16,50,30,-10,10,3.37584, 2.81107, 11.7155, 2.28495, 17751.7, 0.046204, 11.7617, 
1,2,50,30,-100,100,0.000339098, 0.000289948, 0.00148622, 0.000245476, 4173.21, 6.81148e-05, 0.00155434, 
6,12,50,30,-100,100,5.8809, 1.18875, 5.68618, 5.72719, 8533.57, 3.64211, 9.32829, 
5,11,50,30,-500,500,-8363.04, 294.668, 1373.69, -8308.71, 16545.2, -9102.66, -7728.97, 
5,1,50,30,-512,512,118.62, 103.088, 386.705, 86.0268, 8033.13, 10.7145, 397.419, 
2,16,50,30,-10,10,0.000824106, 0.000682914, 0.00486207, 0.000719546, 14510.2, 0.000312364, 0.00517443, 
3,5,50,30,-500,500,0.00945541, 0.0122712, 0.0521541, 0.00371332, 9830.66, 0.000465459, 0.0526196, 
14,15,50,30,-100,100,1227.83, 875.437, 4416.74, 1019.66, 5727.5, 168.911, 4585.65, 
5,16,50,30,-10,10,0.00175023, 0.00392903, 0.0243575, 0.00059625, 15384.2, 0.000234385, 0.0245919, 
9,8,50,30,-32,32,-60.138, 10.9737, 51.6333, -62.831, 12578.1, -76.4654, -24.8321, 
2,1,50,30,-512,512,1257.49, 244.199, 1095.1, 1264.93, 7729.95, 670.149, 1765.25, 
7,5,50,30,-500,500,0.0176569, 0.0254965, 0.160579, 0.00887333, 9536.68, 0.00479127, 0.165371, 
14,9,50,30,-32,32,222.807, 34.657, 147.542, 223.275, 25116.5, 145.968, 293.51, 
5,17,50,30,-100,100,9.04639, 1.4871, 6.94851, 8.54975, 5768.85, 8.08315, 15.0317, 
6,5,50,30,-500,500,0.00605393, 0.00900507, 0.0294982, 5.88807e-12, 7159.27, 3.11084e-13, 0.0294982, 
4,13,50,30,0,3.14159,-19.1874, 0.754349, 3.35268, -19.2717, 14958.3, -20.6815, -17.3288, 
13,10,50,30,-500,500,-11386.5, 847.868, 4762.92, -11370.7, 15160.5, -13364.6, -8601.65, 
11,3,50,30,-100,100,160886, 366243, 1.00007e+06, 48.7874, 6491.83, 8.25887, 1.00008e+06, 
9,1,50,30,-512,512,1922.26, 314.668, 1510.54, 1950.68, 8827.25, 1138.85, 2649.39, 
10,8,50,30,-32,32,-85.8309, 0.711343, 4.71551, -86.0154, 12811, -86.2974, -81.5819, 
6,15,50,30,-100,100,5.29752e-05, 0.000277373, 0.00182841, 2.87921e-12, 4060.57, 1.58408e-16, 0.00182841, 
0,7,50,30,-30,30,29.7292, 0.341113, 1.72195, 29.6987, 17027.3, 29.1816, 30.9036, 
11,8,50,30,-32,32,-2.9114, 29.5253, 110.371, -10.7524, 9884.52, -49.3837, 60.9875, 
10,13,50,30,0,3.14159,-15.2692, 0.575819, 2.89501, -15.2907, 15479.8, -16.9975, -14.1025, 
15,5,50,30,-500,500,0.000473607, 0.0028586, 0.0204221, 0, 48129.3, 0, 0.0204221, 
