algorithm_id,function_id,n_runs,dimensions,range_low,range_high,mean,std_dev,range,median,time_ms,range_min,range_max
6,2,10,30,-100,100,1.60955e-36, 1.04102e-36, 3.40468e-36, 1.28248e-36, 10650, 6.83732e-37, 4.08841e-36, 
6,3,10,30,-100,100,16.5805, 1.75982, 5.68966, 16.1409, 5855, 14.3794, 20.069, 
6,4,10,30,-30,30,32.1372, 6.70471, 19.8991, 29.8488, 18544, 26.8639, 46.763, 
6,5,10,30,-500,500,0.00270884, 0.00544544, 0.0147723, 2.22045e-16, 16093, 2.22045e-16, 0.0147723, 
6,6,10,30,-30,30,-35.0685, 0.768139, 2.77462, -35.03, 13876, -37.0269, -34.2523, 
6,7,10,30,-30,30,46.5538, 2.75548, 10.9071, 46.3563, 40375, 42.621, 53.5281, 
6,8,10,30,-32,32,-73.0833, 5.04737, 17.1919, -74.694, 27170, -79.2306, -62.0387, 
6,9,10,30,-32,32,32.4564, 26.522, 79.317, 29.4975, 40144, -1.28786e-14, 79.317, 
7,1,10,30,-512,512,5246.21, 158.108, 476, 5226.35, 17880, 4992.79, 5468.79, 
7,10,10,30,-500,500,-15734.1, 942.432, 3478.92, -15758.7, 28242, -17048.2, -13569.3, 
7,11,10,30,-500,500,-7935.58, 1233.35, 4329.94, -7737.66, 35037, -10876.2, -6546.28, 
7,12,10,30,-100,100,3.03554, 0.362589, 1.37883, 3.04221, 21863, 2.28956, 3.66839, 
7,13,10,30,0,3.14159,-15.7847, 0.782973, 2.90217, -15.5868, 27129, -17.5996, -14.6974, 
7,14,10,30,-30,30,-4.64582, 0.366832, 1.14249, -4.55864, 22807, -5.30274, -4.16025, 
7,15,10,30,-100,100,1.08572e-18, 4.88223e-19, 1.49652e-18, 1.28412e-18, 10008, 3.08874e-19, 1.80539e-18, 
7,16,10,30,-10,10,1.61485e-15, 2.59397e-15, 8.97142e-15, 8.97142e-16, 35873, 1.49966e-32, 8.97142e-15, 
7,17,10,30,-100,100,7.5, 0, 0, 7.5, 10716, 7.5, 7.5, 
7,18,10,30,-100,100,0.0180154, 0.000811701, 0.00270632, 0.0181107, 14649, 0.0164712, 0.0191775, 
7,2,10,30,-100,100,4.81687e-13, 2.03221e-13, 6.48191e-13, 4.3743e-13, 4775, 2.11748e-13, 8.59939e-13, 
7,3,10,30,-100,100,26.6683, 0.987911, 4.04099, 26.6604, 6312, 25.0142, 29.0552, 
7,4,10,30,-30,30,116.603, 7.24972, 20.4991, 116.414, 13203, 107.286, 127.785, 
7,5,10,30,-500,500,8.4599e-15, 2.7203e-15, 7.77156e-15, 9.21485e-15, 15535, 4.88498e-15, 1.26565e-14, 
7,6,10,30,-30,30,-35.4416, 0.565883, 1.71582, -35.3743, 17694, -36.4381, -34.7223, 
7,7,10,30,-30,30,38.8563, 1.24532, 3.38773, 38.717, 40873, 37.0032, 40.3909, 
7,8,10,30,-32,32,-86.3328, 4.59097e-05, 0.000137329, -86.3328, 24356, -86.3328, -86.3327, 
7,9,10,30,-32,32,9.40789e-07, 1.55172e-07, 4.75526e-07, 9.21376e-07, 39334, 7.13153e-07, 1.18868e-06, 
8,1,10,30,-512,512,2039.6, 647.134, 2076.09, 2136.16, 15927, 1151.27, 3227.36, 
8,10,10,30,-500,500,-12451.8, 2768.11, 8986.71, -11283.2, 25368, -18492.6, -9505.93, 
8,11,10,30,-500,500,-8060.67, 2482.8, 8550.03, -7191.07, 36294, -13909, -5358.94, 
